Starting job SecondRun at 17:48 09/11/2025.
[statistics] connecting to socket on port 3445
[statistics] connected
.--------------+---------+----------+---------------+--------------+--------.
|                               Before Update                               |
|=-------------+---------+----------+---------------+--------------+-------=|
|membership_key|member_id|member_key|membership_type|effective_date|end_date|
|=-------------+---------+----------+---------------+--------------+-------=|
|500           |MEM000497|500       |Premium        |30-07-2023    |null    |
'--------------+---------+----------+---------------+--------------+--------'

Going to sleep
Woke up
Control File is arrived
.----------+---------+------+-------------+---------------+---------+-------------+--------------+-----------+----------+-------------.
|                                                              tLogRow_1                                                              |
|=---------+---------+------+-------------+---------------+---------+-------------+--------------+-----------+----------+------------=|
|member_key|member_id|gender|geography_key|membership_type|join_date|member_status|effective_date|expiry_date|is_current|date_of_birth|
|17        |MEM000037|O     |1152         |Premium        |10-08-2023|Inactive     |10-08-2023    |null       |true      |20-03-1992   |
|18        |MEM000046|F     |1152         |Basic          |04-10-2024|Active       |04-10-2024    |null       |true      |15-08-1981   |
|19        |MEM000004|F     |77           |Premium        |15-05-2025|Active       |15-05-2025    |null       |true      |29-11-1982   |
|20        |MEM000006|M     |77           |Family         |28-04-2025|Active       |28-04-2025    |null       |true      |09-10-1993   |
|21        |MEM000015|F     |77           |Student        |01-06-2025|Active       |01-06-2025    |null       |true      |26-06-2006   |
|22        |MEM000032|M     |77           |Premium        |03-10-2025|Inactive     |03-10-2025    |null       |true      |12-03-1998   |
|23        |MEM000033|F     |77           |Premium        |14-06-2023|Active       |14-06-2023    |null       |true      |12-01-1977   |
|24        |MEM000001|M     |753          |Basic          |02-03-2024|Active       |02-03-2024    |null       |true      |08-11-1996   |
|25        |MEM000009|F     |753          |Senior         |24-10-2022|Inactive     |24-10-2022    |null       |true      |02-05-1947   |
|26        |MEM000010|M     |753          |Basic          |06-07-2024|Active       |06-07-2024    |null       |true      |10-01-1983   |
|27        |MEM000013|F     |753          |Student        |24-10-2023|Inactive     |24-10-2023    |null       |true      |12-12-2002   |
|28        |MEM000018|M     |753          |Family         |05-10-2025|Active       |05-10-2025    |null       |true      |16-07-1970   |
|29        |MEM000022|M     |753          |Basic          |07-02-2023|Inactive     |07-02-2023    |null       |true      |17-02-1998   |
|30        |MEM000024|F     |753          |Student        |21-03-2024|Active       |21-03-2024    |null       |true      |16-01-2006   |
|31        |MEM000027|F     |753          |Basic          |08-02-2024|Active       |08-02-2024    |null       |true      |23-04-2000   |
|32        |MEM000045|F     |753          |Family         |20-05-2023|Active       |20-05-2023    |null       |true      |30-03-1965   |
|33        |MEM000050|F     |1796         |Student        |14-06-2024|Inactive     |14-06-2024    |null       |true      |14-07-2007   |
|34        |MEM000052|F     |1796         |Family         |22-04-2025|Active       |22-04-2025    |null       |true      |03-09-1998   |
|35        |MEM000053|F     |1796         |Premium        |12-08-2025|Inactive     |12-08-2025    |null       |true      |28-03-1969   |
|36        |MEM000068|M     |1796         |Basic          |22-08-2023|Active       |22-08-2023    |null       |true      |06-10-1990   |
|37        |MEM000049|F     |1152         |Premium        |30-10-2023|Active       |30-10-2023    |null       |true      |03-06-1977   |
|38        |MEM000059|M     |1152         |Basic          |01-05-2023|Active       |01-05-2023    |null       |true      |24-01-1991   |
|39        |MEM000071|M     |1152         |Premium        |24-06-2023|Active       |24-06-2023    |null       |true      |18-08-1998   |
|40        |MEM000076|F     |1152         |Student        |20-03-2024|Active       |20-03-2024    |null       |true      |22-02-2001   |
|41        |MEM000077|F     |1152         |Basic          |02-02-2025|Active       |02-02-2025    |null       |true      |01-03-1982   |
|42        |MEM000081|M     |1152         |Basic          |25-08-2024|Active       |25-08-2024    |null       |true      |15-03-2000   |
|43        |MEM000083|F     |1152         |Premium        |25-01-2024|Active       |25-01-2024    |null       |true      |02-05-1993   |
|44        |MEM000086|F     |1152         |Family         |20-07-2023|Active       |20-07-2023    |null       |true      |20-08-1988   |
|45        |MEM000095|F     |1152         |Student        |22-04-2025|Inactive     |22-04-2025    |null       |true      |12-06-2001   |
|46        |MEM000096|O     |1152         |Premium        |15-11-2022|Active       |15-11-2022    |null       |true      |17-07-1988   |
|47        |MEM000056|F     |77           |Student        |29-03-2023|Active       |29-03-2023    |null       |true      |17-05-2002   |
|48        |MEM000061|M     |77           |Student        |09-06-2025|Active       |09-06-2025    |null       |true      |13-04-2001   |
|49        |MEM000064|F     |77           |Student        |03-01-2025|Active       |03-01-2025    |null       |true      |11-06-2000   |
|50        |MEM000067|F     |77           |Basic          |12-08-2025|Active       |12-08-2025    |null       |true      |01-06-2007   |
|51        |MEM000070|F     |77           |Premium        |28-11-2022|Inactive     |28-11-2022    |null       |true      |28-07-1986   |
|52        |MEM000075|M     |77           |Family         |24-11-2024|Active       |24-11-2024    |null       |true      |24-04-1994   |
|53        |MEM000085|M     |77           |Basic          |20-05-2024|Active       |20-05-2024    |null       |true      |02-05-1999   |
|54        |MEM000089|F     |77           |Basic          |09-01-2024|Active       |09-01-2024    |null       |true      |26-05-1989   |
|55        |MEM000092|M     |77           |Premium        |03-11-2024|Active       |03-11-2024    |null       |true      |20-08-1978   |
|56        |MEM000094|F     |77           |Student        |06-08-2024|Active       |06-08-2024    |null       |true      |17-05-2002   |
|57        |MEM000054|F     |753          |Basic          |20-01-2025|Inactive     |20-01-2025    |null       |true      |12-05-1994   |
|58        |MEM000055|M     |753          |Basic          |19-04-2025|Active       |19-04-2025    |null       |true      |15-05-1975   |
|59        |MEM000057|M     |753          |Basic          |02-11-2023|Inactive     |02-11-2023    |null       |true      |14-02-1992   |
|60        |MEM000058|M     |753          |Family         |02-07-2024|Active       |02-07-2024    |null       |true      |28-01-1994   |
|61        |MEM000065|F     |753          |Family         |12-02-2024|Active       |12-02-2024    |null       |true      |20-03-1986   |
|62        |MEM000066|M     |753          |Premium        |04-08-2024|Inactive     |04-08-2024    |null       |true      |04-07-1972   |
|63        |MEM000069|M     |753          |Family         |29-07-2024|Active       |29-07-2024    |null       |true      |17-12-1975   |
|64        |MEM000072|F     |753          |Premium        |24-08-2025|Active       |24-08-2025    |null       |true      |13-01-1999   |
|65        |MEM000074|M     |753          |Student        |10-10-2025|Active       |10-10-2025    |null       |true      |19-05-2001   |
|66        |MEM000078|F     |753          |Basic          |10-04-2025|Active       |10-04-2025    |null       |true      |06-08-1993   |
|67        |MEM000097|M     |1796         |Basic          |09-02-2023|Active       |09-02-2023    |null       |true      |12-10-1962   |
|68        |MEM000098|F     |1796         |Student        |17-04-2024|Active       |17-04-2024    |null       |true      |07-01-2005   |
|69        |MEM000101|M     |1796         |Family         |13-12-2023|Active       |13-12-2023    |null       |true      |10-07-1992   |
|70        |MEM000104|F     |1796         |Premium        |29-06-2025|Inactive     |29-06-2025    |null       |true      |31-07-1977   |
|71        |MEM000099|M     |1152         |Premium        |30-07-2025|Active       |30-07-2025    |null       |true      |24-10-1959   |
|72        |MEM000100|F     |1152         |Basic          |04-11-2024|Active       |04-11-2024    |null       |true      |08-12-1992   |
|73        |MEM000107|F     |1152         |Basic          |12-02-2023|Active       |12-02-2023    |null       |true      |09-01-1992   |
|74        |MEM000109|F     |1152         |Premium        |08-03-2024|Inactive     |08-03-2024    |null       |true      |28-10-1997   |
|75        |MEM000115|F     |1152         |Student        |07-02-2025|Active       |07-02-2025    |null       |true      |29-01-2003   |
|76        |MEM000120|F     |1152         |Premium        |23-11-2022|Active       |23-11-2022    |null       |true      |31-07-1988   |
|77        |MEM000127|F     |1152         |Basic          |08-01-2025|Active       |08-01-2025    |null       |true      |17-06-1967   |
|78        |MEM000128|F     |1152         |Premium        |01-05-2025|Active       |01-05-2025    |null       |true      |30-09-1999   |
|79        |MEM000140|F     |1152         |Student        |03-07-2023|Active       |03-07-2023    |null       |true      |17-02-2004   |
|80        |MEM000141|O     |1152         |Basic          |16-08-2024|Active       |16-08-2024    |null       |true      |26-11-1977   |
|81        |MEM000103|F     |77           |Student        |27-03-2024|Inactive     |27-03-2024    |null       |true      |02-01-2005   |
|82        |MEM000106|M     |77           |Premium        |24-01-2025|Active       |24-01-2025    |null       |true      |31-05-1979   |
|83        |MEM000111|M     |77           |Student        |20-03-2023|Active       |20-03-2023    |null       |true      |03-01-2003   |
|84        |MEM000114|F     |77           |Premium        |09-10-2023|Active       |09-10-2023    |null       |true      |26-09-1987   |
|85        |MEM000130|F     |77           |Premium        |27-05-2023|Active       |27-05-2023    |null       |true      |25-11-1976   |
|86        |MEM000132|M     |77           |Student        |15-10-2023|Active       |15-10-2023    |null       |true      |12-06-2002   |
|87        |MEM000134|F     |77           |Family         |09-08-2025|Active       |09-08-2025    |null       |true      |17-02-1999   |
|88        |MEM000145|M     |77           |Student        |29-04-2023|Active       |29-04-2023    |null       |true      |21-10-2006   |
|89        |MEM000102|F     |753          |Basic          |03-09-2024|Active       |03-09-2024    |null       |true      |11-12-1990   |
|90        |MEM000112|F     |753          |Senior         |22-10-2022|Active       |22-10-2022    |null       |true      |18-01-1960   |
|91        |MEM000113|M     |753          |Family         |26-07-2024|Active       |26-07-2024    |null       |true      |27-05-1974   |
|92        |MEM000118|F     |753          |Premium        |09-04-2023|Active       |09-04-2023    |null       |true      |17-03-1999   |
|93        |MEM000119|M     |753          |Family         |01-12-2024|Active       |01-12-2024    |null       |true      |28-06-1972   |
|94        |MEM000147|F     |1796         |Family         |13-03-2024|Active       |13-03-2024    |null       |true      |12-05-1974   |
|95        |MEM000148|F     |1796         |Premium        |01-08-2023|Active       |01-08-2023    |null       |true      |10-08-1974   |
|96        |MEM000149|F     |1796         |Senior         |24-10-2024|Inactive     |24-10-2024    |null       |true      |22-08-1958   |
|97        |MEM000166|F     |1796         |Basic          |04-03-2024|Active       |04-03-2024    |null       |true      |15-12-1975   |
|98        |MEM000167|F     |1796         |Basic          |27-04-2023|Inactive     |27-04-2023    |null       |true      |02-05-1995   |
|99        |MEM000172|M     |1796         |Premium        |10-12-2023|Active       |10-12-2023    |null       |true      |03-05-1974   |
|100       |MEM000173|M     |1796         |Family         |24-07-2023|Active       |24-07-2023    |null       |true      |27-02-1985   |
|101       |MEM000179|F     |1796         |Student        |11-11-2022|Active       |11-11-2022    |null       |true      |24-12-1999   |
|102       |MEM000182|M     |1796         |Premium        |12-06-2024|Inactive     |12-06-2024    |null       |true      |15-02-1993   |
|103       |MEM000188|M     |1796         |Basic          |08-02-2024|Active       |08-02-2024    |null       |true      |09-03-2006   |
|104       |MEM000150|M     |1152         |Premium        |26-03-2024|Active       |26-03-2024    |null       |true      |14-04-1992   |
|105       |MEM000152|F     |1152         |Basic          |06-05-2023|Active       |06-05-2023    |null       |true      |11-04-1993   |
|106       |MEM000161|F     |1152         |Basic          |03-08-2023|Active       |03-08-2023    |null       |true      |05-07-1978   |
|107       |MEM000163|F     |1152         |Basic          |11-09-2024|Active       |11-09-2024    |null       |true      |17-03-1995   |
|108       |MEM000180|F     |1152         |Basic          |02-08-2023|Active       |02-08-2023    |null       |true      |21-07-1972   |
|109       |MEM000181|F     |1152         |Basic          |30-11-2023|Active       |30-11-2023    |null       |true      |20-04-1995   |
|110       |MEM000189|F     |1152         |Premium        |20-03-2024|Active       |20-03-2024    |null       |true      |06-10-1994   |
|111       |MEM000151|F     |77           |Basic          |21-05-2025|Active       |21-05-2025    |null       |true      |08-02-1986   |
|112       |MEM000153|F     |77           |Premium        |30-11-2023|Active       |30-11-2023    |null       |true      |23-03-1994   |
|113       |MEM000156|F     |77           |Premium        |29-09-2024|Active       |29-09-2024    |null       |true      |02-05-1992   |
|114       |MEM000158|F     |77           |Basic          |14-04-2025|Inactive     |14-04-2025    |null       |true      |26-10-2002   |
|115       |MEM000160|F     |77           |Basic          |23-12-2024|Active       |23-12-2024    |null       |true      |22-12-2001   |
|116       |MEM000146|M     |753          |Basic          |19-09-2023|Active       |19-09-2023    |null       |true      |19-01-1992   |
|117       |MEM000154|F     |753          |Premium        |24-12-2023|Active       |24-12-2023    |null       |true      |14-03-1991   |
|118       |MEM000155|F     |753          |Premium        |29-12-2024|Active       |29-12-2024    |null       |true      |19-07-1994   |
|119       |MEM000157|M     |753          |Basic          |04-09-2025|Active       |04-09-2025    |null       |true      |20-04-1998   |
|120       |MEM000164|F     |753          |Senior         |06-04-2023|Active       |06-04-2023    |null       |true      |11-08-1956   |
|121       |MEM000165|F     |753          |Family         |28-07-2024|Active       |28-07-2024    |null       |true      |01-09-1975   |
|122       |MEM000178|F     |753          |Senior         |13-03-2025|Active       |13-03-2025    |null       |true      |19-03-1951   |
|123       |MEM000195|F     |1796         |Family         |24-07-2023|Active       |24-07-2023    |null       |true      |07-12-1991   |
|124       |MEM000196|M     |1796         |Premium        |11-11-2022|Inactive     |11-11-2022    |null       |true      |09-07-1991   |
|125       |MEM000202|F     |1796         |Premium        |24-04-2023|Active       |24-04-2023    |null       |true      |04-06-1997   |
|126       |MEM000203|M     |1796         |Premium        |05-09-2024|Active       |05-09-2024    |null       |true      |12-06-1969   |
|127       |MEM000204|F     |1796         |Basic          |27-12-2024|Active       |27-12-2024    |null       |true      |19-12-1991   |
|128       |MEM000197|F     |1152         |Basic          |25-09-2024|Inactive     |25-09-2024    |null       |true      |22-04-1977   |
|129       |MEM000199|F     |1152         |Family         |31-07-2025|Active       |31-07-2025    |null       |true      |07-07-1991   |
|130       |MEM000201|F     |1152         |Family         |14-01-2025|Active       |14-01-2025    |null       |true      |25-04-1998   |
|131       |MEM000205|M     |1152         |Premium        |16-04-2023|Active       |16-04-2023    |null       |true      |23-05-1975   |
|132       |MEM000222|F     |1152         |Premium        |06-05-2024|Active       |06-05-2024    |null       |true      |07-07-1992   |
|133       |MEM000226|F     |1152         |Premium        |15-07-2025|Active       |15-07-2025    |null       |true      |05-10-1985   |
|134       |MEM000198|F     |77           |Family         |22-04-2025|Inactive     |22-04-2025    |null       |true      |25-01-1994   |
|135       |MEM000215|F     |77           |Premium        |01-09-2024|Active       |01-09-2024    |null       |true      |13-01-1991   |
|136       |MEM000221|M     |77           |Family         |18-12-2022|Active       |18-12-2022    |null       |true      |20-10-1987   |
|137       |MEM000225|M     |77           |Family         |16-06-2025|Inactive     |16-06-2025    |null       |true      |05-07-1964   |
|138       |MEM000231|F     |77           |Basic          |26-09-2023|Active       |26-09-2023    |null       |true      |28-11-1987   |
|139       |MEM000233|M     |77           |Premium        |01-04-2024|Active       |01-04-2024    |null       |true      |12-03-1965   |
|140       |MEM000236|M     |77           |Premium        |08-11-2022|Active       |08-11-2022    |null       |true      |20-02-1998   |
|141       |MEM000237|M     |77           |Basic          |13-09-2024|Active       |13-09-2024    |null       |true      |10-03-1976   |
|142       |MEM000194|M     |753          |Family         |23-12-2023|Active       |23-12-2023    |null       |true      |09-11-1997   |
|143       |MEM000200|F     |753          |Basic          |11-09-2025|Active       |11-09-2025    |null       |true      |21-06-1987   |
|144       |MEM000206|F     |753          |Student        |03-06-2024|Active       |03-06-2024    |null       |true      |17-11-2004   |
|145       |MEM000208|M     |753          |Family         |17-07-2025|Active       |17-07-2025    |null       |true      |26-12-1993   |
|146       |MEM000210|M     |753          |Student        |23-02-2024|Active       |23-02-2024    |null       |true      |01-10-2007   |
|147       |MEM000213|F     |753          |Student        |06-10-2025|Active       |06-10-2025    |null       |true      |09-10-2004   |
|148       |MEM000214|M     |753          |Basic          |09-03-2024|Active       |09-03-2024    |null       |true      |02-02-2006   |
|149       |MEM000216|F     |753          |Senior         |30-09-2024|Active       |30-09-2024    |null       |true      |21-10-1950   |
|150       |MEM000217|F     |753          |Premium        |01-08-2024|Inactive     |01-08-2024    |null       |true      |01-10-1994   |
|151       |MEM000220|F     |753          |Family         |30-06-2023|Inactive     |30-06-2023    |null       |true      |11-01-1982   |
|152       |MEM000229|M     |753          |Basic          |15-07-2023|Inactive     |15-07-2023    |null       |true      |08-03-1991   |
|153       |MEM000239|F     |753          |Premium        |23-05-2023|Inactive     |23-05-2023    |null       |true      |07-12-1997   |
|154       |MEM000240|F     |753          |Premium        |26-10-2024|Active       |26-10-2024    |null       |true      |13-05-1995   |
|155       |MEM000241|F     |753          |Basic          |24-07-2024|Active       |24-07-2024    |null       |true      |02-09-1982   |
|156       |MEM000245|F     |1796         |Student        |22-04-2023|Active       |22-04-2023    |null       |true      |22-11-2001   |
|157       |MEM000247|F     |1796         |Basic          |15-12-2024|Inactive     |15-12-2024    |null       |true      |29-10-1997   |
|158       |MEM000250|F     |1796         |Premium        |29-07-2024|Active       |29-07-2024    |null       |true      |01-08-1985   |
|159       |MEM000254|M     |1796         |Student        |01-09-2024|Active       |01-09-2024    |null       |true      |06-11-2004   |
|160       |MEM000255|M     |1796         |Basic          |21-07-2025|Active       |21-07-2025    |null       |true      |09-05-1993   |
|161       |MEM000257|F     |1796         |Family         |08-04-2024|Active       |08-04-2024    |null       |true      |30-09-1966   |
|162       |MEM000258|F     |1796         |Family         |14-09-2023|Active       |14-09-2023    |null       |true      |08-04-1989   |
|163       |MEM000246|F     |1152         |Premium        |26-08-2025|Active       |26-08-2025    |null       |true      |28-10-1996   |
|164       |MEM000252|M     |1152         |Premium        |02-09-2023|Inactive     |02-09-2023    |null       |true      |31-10-1974   |
|165       |MEM000266|F     |1152         |Basic          |04-12-2023|Inactive     |04-12-2023    |null       |true      |17-08-2006   |
|166       |MEM000269|F     |1152         |Premium        |29-06-2025|Inactive     |29-06-2025    |null       |true      |02-05-1964   |
|167       |MEM000274|M     |1152         |Family         |09-08-2024|Active       |09-08-2024    |null       |true      |27-11-1995   |
|168       |MEM000275|F     |1152         |Student        |09-05-2023|Active       |09-05-2023    |null       |true      |28-02-2000   |
|169       |MEM000278|M     |1152         |Premium        |27-03-2025|Active       |27-03-2025    |null       |true      |08-10-1986   |
|170       |MEM000283|F     |1152         |Basic          |04-08-2024|Inactive     |04-08-2024    |null       |true      |14-10-1993   |
|171       |MEM000289|F     |1152         |Premium        |02-01-2023|Active       |02-01-2023    |null       |true      |14-08-1990   |
|172       |MEM000244|O     |77           |Student        |23-12-2022|Active       |23-12-2022    |null       |true      |15-03-2002   |
|173       |MEM000256|M     |77           |Family         |17-06-2023|Active       |17-06-2023    |null       |true      |05-06-1980   |
|174       |MEM000277|M     |77           |Basic          |05-12-2023|Active       |05-12-2023    |null       |true      |29-05-1981   |
|175       |MEM000279|F     |77           |Basic          |07-03-2025|Active       |07-03-2025    |null       |true      |13-07-1977   |
|176       |MEM000282|F     |77           |Student        |21-11-2022|Active       |21-11-2022    |null       |true      |05-12-2004   |
|177       |MEM000286|F     |77           |Student        |17-12-2024|Active       |17-12-2024    |null       |true      |03-07-2003   |
|178       |MEM000288|F     |77           |Student        |04-01-2023|Active       |04-01-2023    |null       |true      |25-12-1999   |
|179       |MEM000243|M     |753          |Premium        |10-01-2025|Active       |10-01-2025    |null       |true      |19-10-1988   |
|180       |MEM000251|M     |753          |Basic          |11-06-2025|Inactive     |11-06-2025    |null       |true      |18-08-1997   |
|181       |MEM000253|F     |753          |Basic          |16-09-2023|Inactive     |16-09-2023    |null       |true      |30-08-1991   |
|182       |MEM000273|F     |753          |Family         |07-04-2025|Active       |07-04-2025    |null       |true      |30-12-1983   |
|183       |MEM000294|F     |1796         |Basic          |22-06-2025|Inactive     |22-06-2025    |null       |true      |28-02-1986   |
|184       |MEM000295|F     |1796         |Student        |31-07-2024|Active       |31-07-2024    |null       |true      |19-03-2004   |
|185       |MEM000307|F     |1796         |Basic          |25-09-2024|Active       |25-09-2024    |null       |true      |02-11-1993   |
|186       |MEM000308|F     |1796         |Student        |08-12-2022|Active       |08-12-2022    |null       |true      |11-03-2002   |
|187       |MEM000317|F     |1796         |Family         |29-09-2023|Active       |29-09-2023    |null       |true      |16-04-1980   |
|188       |MEM000324|M     |1796         |Basic          |05-11-2023|Active       |05-11-2023    |null       |true      |25-10-2004   |
|189       |MEM000333|O     |1796         |Premium        |25-03-2023|Active       |25-03-2023    |null       |true      |18-07-1992   |
|190       |MEM000299|F     |1152         |Family         |11-08-2024|Active       |11-08-2024    |null       |true      |23-12-1993   |
|191       |MEM000300|F     |1152         |Student        |03-06-2024|Active       |03-06-2024    |null       |true      |08-01-2007   |
|192       |MEM000301|M     |1152         |Premium        |17-11-2022|Inactive     |17-11-2022    |null       |true      |11-10-1993   |
|193       |MEM000309|F     |1152         |Basic          |16-05-2025|Active       |16-05-2025    |null       |true      |01-02-1994   |
|194       |MEM000316|O     |1152         |Basic          |21-12-2024|Inactive     |21-12-2024    |null       |true      |01-05-1951   |
|195       |MEM000326|M     |1152         |Family         |13-05-2025|Inactive     |13-05-2025    |null       |true      |24-04-1975   |
|196       |MEM000327|M     |1152         |Basic          |15-08-2025|Active       |15-08-2025    |null       |true      |29-01-2003   |
|197       |MEM000328|M     |1152         |Student        |11-09-2024|Active       |11-09-2024    |null       |true      |25-12-2004   |
|198       |MEM000340|F     |1152         |Basic          |21-11-2023|Active       |21-11-2023    |null       |true      |07-04-1996   |
|199       |MEM000293|F     |77           |Family         |04-09-2023|Active       |04-09-2023    |null       |true      |22-11-1984   |
|200       |MEM000297|F     |77           |Family         |06-11-2022|Active       |06-11-2022    |null       |true      |23-01-1990   |
|201       |MEM000298|M     |77           |Premium        |15-02-2024|Active       |15-02-2024    |null       |true      |10-02-1977   |
|202       |MEM000302|F     |77           |Premium        |04-06-2025|Active       |04-06-2025    |null       |true      |19-03-1999   |
|203       |MEM000312|F     |77           |Senior         |17-03-2023|Inactive     |17-03-2023    |null       |true      |14-12-1953   |
|204       |MEM000318|M     |77           |Premium        |24-01-2023|Inactive     |24-01-2023    |null       |true      |26-11-1996   |
|205       |MEM000319|F     |77           |Senior         |16-05-2025|Active       |16-05-2025    |null       |true      |11-04-1956   |
|206       |MEM000320|F     |77           |Basic          |11-11-2023|Inactive     |11-11-2023    |null       |true      |24-08-1975   |
|207       |MEM000323|F     |77           |Premium        |22-12-2023|Active       |22-12-2023    |null       |true      |23-08-1997   |
|208       |MEM000303|F     |753          |Basic          |06-04-2023|Inactive     |06-04-2023    |null       |true      |31-01-1991   |
|209       |MEM000304|F     |753          |Basic          |28-04-2023|Inactive     |28-04-2023    |null       |true      |22-07-1985   |
|210       |MEM000305|M     |753          |Student        |19-10-2024|Active       |19-10-2024    |null       |true      |13-05-2000   |
|211       |MEM000306|M     |753          |Basic          |17-03-2025|Active       |17-03-2025    |null       |true      |28-08-1997   |
|212       |MEM000311|M     |753          |Basic          |01-09-2023|Inactive     |01-09-2023    |null       |true      |15-02-2007   |
|213       |MEM000313|M     |753          |Basic          |19-02-2023|Inactive     |19-02-2023    |null       |true      |13-04-1960   |
|214       |MEM000314|M     |753          |Student        |08-03-2025|Active       |08-03-2025    |null       |true      |02-11-2002   |
|215       |MEM000329|F     |753          |Premium        |02-03-2023|Active       |02-03-2023    |null       |true      |15-06-1979   |
|216       |MEM000330|M     |753          |Premium        |28-03-2025|Active       |28-03-2025    |null       |true      |17-09-1996   |
|217       |MEM000331|F     |753          |Premium        |12-11-2023|Active       |12-11-2023    |null       |true      |27-08-1988   |
|218       |MEM000334|F     |753          |Premium        |28-02-2024|Active       |28-02-2024    |null       |true      |18-10-1991   |
|219       |MEM000346|M     |1796         |Basic          |28-10-2023|Active       |28-10-2023    |null       |true      |07-01-1976   |
|220       |MEM000352|M     |1796         |Basic          |03-01-2025|Inactive     |03-01-2025    |null       |true      |17-03-1984   |
|221       |MEM000353|M     |1796         |Basic          |14-11-2023|Active       |14-11-2023    |null       |true      |02-06-1975   |
|222       |MEM000363|F     |1796         |Family         |14-01-2024|Active       |14-01-2024    |null       |true      |27-06-1993   |
|223       |MEM000373|F     |1796         |Basic          |26-06-2025|Active       |26-06-2025    |null       |true      |18-12-1978   |
|224       |MEM000375|F     |1796         |Premium        |17-04-2023|Inactive     |17-04-2023    |null       |true      |02-09-1977   |
|225       |MEM000377|F     |1796         |Student        |26-01-2024|Inactive     |26-01-2024    |null       |true      |07-02-2007   |
|226       |MEM000378|M     |1796         |Basic          |23-12-2024|Active       |23-12-2024    |null       |true      |26-12-1993   |
|227       |MEM000380|M     |1796         |Premium        |13-06-2024|Active       |13-06-2024    |null       |true      |08-09-1998   |
|228       |MEM000383|O     |1796         |Family         |24-09-2024|Active       |24-09-2024    |null       |true      |17-01-1973   |
|229       |MEM000348|F     |1152         |Premium        |12-03-2023|Active       |12-03-2023    |null       |true      |19-09-1999   |
|230       |MEM000350|F     |1152         |Basic          |18-12-2024|Inactive     |18-12-2024    |null       |true      |30-04-2002   |
|231       |MEM000354|M     |1152         |Basic          |31-10-2022|Active       |31-10-2022    |null       |true      |28-05-1996   |
|232       |MEM000356|F     |1152         |Basic          |06-03-2025|Active       |06-03-2025    |null       |true      |13-12-1990   |
